id,influencer_id,url,post,follower,like,comment,react_rate,desire_to_mimic,sWOM,purchase_intention
350,good7919,https://instagram.com/good7919,24,33094,11742,380,0.006540892,,,
351,ben0417,https://instagram.com/ben0417,26,37521,10848,147,0.004830262,,,
352,188cmm,https://instagram.com/188cmm,33,31297,42447,559,0.017845783,,,
353,guswnguddn,https://instagram.com/guswnguddn,22,27418,13623,348,0.009926411,,,
354,orange._.yun,https://instagram.com/orange._.yun,17,33016,14356,471,0.011321478,,,
355,uuuu_k,https://instagram.com/uuuu_k,43,27113,31661,602,0.011859925,,,
356,hellobeen,https://instagram.com/hellobeen,8,399860,0,0,0,,,
357,iamjina_kim,https://instagram.com/iamjina_kim,57,269656,71234,2630,0.002059544,,,
358,keemluv,https://instagram.com/keemluv,52,304242,148306,523,0.004031701,,,
359,bellajangx,https://instagram.com/bellajangx,13,280018,81351,842,0.009676733,,,
360,im_1004z,https://instagram.com/im_1004z,24,272991,24432,1286,0.00168229,,,
361,lovee_seul,https://instagram.com/lovee_seul,4,189760,13629,399,0.007920531,,,
362,khysu486,https://instagram.com/khysu486,3,24384,499,3,0.002941039,,,
363,chaniinii,https://instagram.com/chaniinii,26,27731,23663,429,0.014320467,,,
364,dal.so.you,https://instagram.com/dal.so.you,36,24580,13504,1194,0.007118641,,,
365,snow.yje,https://instagram.com/snow.yje,5,25876,2294,3,0.007608816,,,
366,polocyl,https://instagram.com/polocyl,31,28022,7491,343,0.003864969,,,
367,ssung180,https://instagram.com/ssung180,16,26143,1266,40,0.001338107,,,
368,alldaybunny,https://instagram.com/alldaybunny,3,25420,425,21,0.002506463,,,
369,hun.gry.gram,https://instagram.com/hun.gry.gram,24,31669,30520,804,0.017662608,,,
370,lesujeong1025,https://instagram.com/lesujeong1025,19,52436,1161,97,0.000541154,,,
371,sinae44,https://instagram.com/sinae44,41,65189,14350,574,0.002393042,,,
372,_mozzi_mozzii,https://instagram.com/_mozzi_mozzii,32,26131,4641,268,0.002515998,,,
373,s00water,https://instagram.com/s00water,12,25441,6376,160,0.009175291,,,
374,yesul_9161,https://instagram.com/yesul_9161,28,167658,126062,899,0.011590742,,,
375,v20__02v,https://instagram.com/v20__02v,55,27521,43198,5690,0.013841992,,,
376,mjvely,https://instagram.com/mjvely,6,25939,1038,20,0.002913429,,,
377,duck__hu,https://instagram.com/duck__hu,10,25262,3218,273,0.005922504,,,
378,ryuppeum,https://instagram.com/ryuppeum,19,30492,9983,229,0.007554305,,,
379,minienmonde,https://instagram.com/minienmonde,3,25293,241,8,0.001406374,,,
380,hwanghwoo,https://instagram.com/hwanghwoo,41,26892,41514,2153,0.01697343,,,
381,k.susuu,https://instagram.com/k.susuu,16,16770,6794,384,0.011464988,,,
382,jeonharin_,https://instagram.com/jeonharin_,57,32456,33297,975,0.007939494,,,
383,glenda_mama,https://instagram.com/glenda_mama,52,27190,7900,257,0.002472527,,,
384,soryong_lee,https://instagram.com/soryong_lee,42,275744,151379,2006,0.005676109,,,
385,midoricoo,https://instagram.com/midoricoo,3,256241,7030,56,0.003950522,,,
386,majenta_ggoms,https://instagram.com/majenta_ggoms,50,251704,114712,2666,0.003997144,,,
387,daani._.e,https://instagram.com/daani._.e,36,259093,117741,1962,0.005500093,,,
388,suyun44,https://instagram.com/suyun44,57,41137,11004,11,0.002013262,,,
389,hwanghwoo,https://instagram.com/hwanghwoo,41,26893,41618,2157,0.017014777,,,
390,ms_1004,https://instagram.com/ms_1004,29,119945,21090,431,0.002651585,,,
391,iambonnielee,https://instagram.com/iambonnielee,57,25988,40798,1528,0.012245675,,,
392,hyejin_7931,https://instagram.com/hyejin_7931,55,26373,68786,2936,0.021191094,,,
393,naraeqq,https://instagram.com/naraeqq,57,25576,17617,376,0.005289557,,,
394,uuji.eug,https://instagram.com/uuji.eug,3,24766,672,31,0.004055099,,,
395,mh0625,https://instagram.com/mh0625,28,23035,8989,143,0.006067962,,,
396,chocho_ar1,https://instagram.com/chocho_ar1,18,38243,26790,456,0.016962955,,,
397,eunjomii2,https://instagram.com/eunjomii2,27,38444,16328,209,0.006827907,,,
398,geemkyur,https://instagram.com/geemkyur,7,25389,1614,25,0.003952379,,,
399,hill_sun,https://instagram.com/hill_sun,57,25143,10483,69,0.003155484,,,
400,jangsohyeon_,https://instagram.com/jangsohyeon_,20,25769,8345,118,0.007037526,,,
401,cosmoss_xx,https://instagram.com/cosmoss_xx,24,26212,17328,264,0.011984696,,,
402,yurahee0205,https://instagram.com/yurahee0205,57,25067,4470,55,0.001357265,,,
403,v20__02v,https://instagram.com/v20__02v,55,27533,43381,5704,0.013891712,,,
404,la6vish,https://instagram.com/la6vish,29,24189,15003,247,0.009317023,,,
405,playrani,https://instagram.com/playrani,53,24981,5304,345,0.00182856,,,
406,gahyun.e,https://instagram.com/gahyun.e,26,24923,9736,220,0.006584676,,,
407,s2hyunnn,https://instagram.com/s2hyunnn,2,238322,6958,88,0.006335366,,,
408,gaeungbebe,https://instagram.com/gaeungbebe,36,275568,175919,4299,0.007785564,,,
409,128page,https://instagram.com/128page,36,232395,46239,268,0.002382387,,,
410,ya.stacey,https://instagram.com/ya.stacey,11,272515,46821,705,0.006794717,,,
411,_s_hj,https://instagram.com/_s_hj,21,283745,86090,645,0.006238355,,,
412,vanillasso,https://instagram.com/vanillasso,50,24906,10626,176,0.003717521,,,
413,i_am_ab____,https://instagram.com/i_am_ab____,5,39946,31531,92,0.067855176,,,
414,sy_______91,https://instagram.com/sy_______91,22,24436,3448,139,0.002859577,,,
415,wyh5757,https://instagram.com/wyh5757,31,24723,1274,27,0.000727508,,,
416,daily__bom,https://instagram.com/daily__bom,37,39817,20459,156,0.005997031,,,
417,mozzi_hirit,https://instagram.com/mozzi_hirit,24,26394,14960,313,0.010333111,,,
418,amore_mio_tesoro,https://instagram.com/amore_mio_tesoro,37,31476,6807,247,0.002595837,,,
419,o.reon,https://instagram.com/o.reon,7,20711,735,4,0.002184583,,,
420,kuozai,https://instagram.com/kuozai,10,24173,4825,156,0.008830986,,,
421,seoyoon___love,https://instagram.com/seoyoon___love,10,24413,8770,381,0.016064626,,,
422,jungmikim84,https://instagram.com/jungmikim84,16,23572,3737,33,0.004283987,,,
423,yelloyellow____,https://instagram.com/yelloyellow____,2,34881,390,14,0.002481908,,,
424,eunksisters,https://instagram.com/eunksisters,13,30494,3071,41,0.00336438,,,
425,united_suk,https://instagram.com/united_suk,3,23114,265,4,0.001662567,,,
426,ju_nans_,https://instagram.com/ju_nans_,4,26834,2753,50,0.011191825,,,
427,leesyooni,https://instagram.com/leesyooni,50,26174,46830,664,0.015553275,,,
428,sj0428.kim,https://instagram.com/sj0428.kim,14,24047,16652,7,0.021207194,,,
429,miriam.wang,https://instagram.com/miriam.wang,2,24210,1467,36,0.01330324,,,
430,ee_nue,https://instagram.com/ee_nue,1,25483,623,12,0.010679388,,,
431,__scarlett.k,https://instagram.com/__scarlett.k,14,24824,15333,1014,0.020158652,,,
432,dreamer_joody,https://instagram.com/dreamer_joody,20,23662,3751,133,0.003517394,,,
433,ssongssongcom,https://instagram.com/ssongssongcom,50,24586,5413,298,0.001991029,,,
434,hunngee,https://instagram.com/hunngee,11,24097,6572,1969,0.013809447,,,
435,knittermall,https://instagram.com/knittermall,57,26158,11988,50,0.003460176,,,
436,eun___garam,https://instagram.com/eun___garam,25,23980,15334,825,0.011551769,,,
437,planu_ayeong,https://instagram.com/planu_ayeong,46,24879,14239,85,0.005364099,,,
438,jihyuk_2_sua,https://instagram.com/jihyuk_2_sua,47,23955,4999,234,0.001991957,,,
439,sunny_gram81,https://instagram.com/sunny_gram81,1,22490,233,12,0.004668742,,,
440,yoon2verse_,https://instagram.com/yoon2verse_,1,22588,1139,5,0.021705583,,,
441,shu__________,https://instagram.com/shu__________,7,253598,12764,308,0.003155887,,,
442,doqja,https://instagram.com/doqja,7,211768,14466,841,0.004425424,,,
443,gaeungbebe,https://instagram.com/gaeungbebe,36,275583,176117,4302,0.007793823,,,
444,yoga_hyuna,https://instagram.com/yoga_hyuna,34,231502,90462,1728,0.005019649,,,
445,ssangzhy,https://instagram.com/ssangzhy,57,250426,185395,975,0.005595578,,,
446,tong___tang,https://instagram.com/tong___tang,13,229082,30583,150,0.004422765,,,
447,gunimomlala,https://instagram.com/gunimomlala,57,23046,4073,24,0.001336653,,,
448,yoosso,https://instagram.com/yoosso,36,23619,12670,98,0.006435497,,,
449,hj.vely,https://instagram.com/hj.vely,18,18500,3207,58,0.004202059,,,
450,an__dante_,https://instagram.com/an__dante_,8,24465,15322,264,0.034128931,,,
451,djmercuryshine,https://instagram.com/djmercuryshine,2,23101,899,15,0.008478297,,,
452,most.ran,https://instagram.com/most.ran,11,24121,5329,715,0.009762469,,,
453,dreaming_whales,https://instagram.com/dreaming_whales,1,25368,481,6,0.008227463,,,
454,min.sooa,https://instagram.com/min.sooa,12,24467,1785,67,0.00270335,,,
455,moi_vely,https://instagram.com/moi_vely,9,23809,5390,468,0.011716258,,,
456,1m_sik7,https://instagram.com/1m_sik7,7,22419,3309,60,0.009200469,,,
457,haneumdd,https://instagram.com/haneumdd,2,22667,736,0,0.006957881,,,
458,_____sweet_b,https://instagram.com/_____sweet_b,5,22164,749,36,0.003035811,,,
459,yula_407,https://instagram.com/yula_407,12,32038,8109,32,0.009075161,,,
460,s.w_sw,https://instagram.com/s.w_sw,1,22502,1335,6,0.025540587,,,
461,mean_zo,https://instagram.com/mean_zo,1,22124,827,19,0.01638815,,,
462,langv_,https://instagram.com/langv_,41,22390,2956,6,0.001382835,,,
463,shownee_k,https://instagram.com/shownee_k,12,23010,2534,213,0.004263674,,,
464,aekyung223,https://instagram.com/aekyung223,13,22246,6535,37,0.009739249,,,
465,ifbbpro_kang,https://instagram.com/ifbbpro_kang,12,23429,4937,120,0.0077087,,,
466,viano_mimi,https://instagram.com/viano_mimi,3,22811,485,10,0.003100008,,,
467,hailey__land,https://instagram.com/hailey__land,4,22934,1397,17,0.006605913,,,
468,twinkle_leeyeonhui,https://instagram.com/twinkle_leeyeonhui,12,226895,28917,340,0.004605182,,,
469,happysky30,https://instagram.com/happysky30,8,225713,19668,163,0.004706751,,,
470,best_namnam,https://instagram.com/best_namnam,12,262743,41066,541,0.005655581,,,
471,elly_yj,https://instagram.com/elly_yj,12,224462,18826,731,0.003111726,,,
472,bee_hoons,https://instagram.com/bee_hoons,14,225990,28867,435,0.003969202,,,
473,choi_hun2,https://instagram.com/choi_hun2,9,241374,20718,175,0.004121839,,,
474,chaae.rin,https://instagram.com/chaae.rin,4,219134,4358,86,0.002172839,,,
475,y_22.0,https://instagram.com/y_22.0,10,416003,24545,156,0.002544728,,,
476,nyang_vv,https://instagram.com/nyang_vv,12,22845,1265,128,0.002177719,,,
477,euju_yeo,https://instagram.com/euju_yeo,12,26301,3532,138,0.004983515,,,
478,bongbongyang_,https://instagram.com/bongbongyang_,5,22007,325,11,0.001308675,,,
479,a_young222,https://instagram.com/a_young222,12,45072,6551,175,0.005329568,,,
480,psj3408,https://instagram.com/psj3408,12,29540,27225,564,0.033597301,,,
481,zzzzzzzun_,https://instagram.com/zzzzzzzun_,10,25367,7321,153,0.012627204,,,
482,designer9193,https://instagram.com/designer9193,2,21816,40,1,0.000402719,,,
483,sollee0907,https://instagram.com/sollee0907,12,22174,3378,69,0.005551869,,,
484,hwanggirin,https://instagram.com/hwanggirin,9,24095,587,12,0.001183806,,,
485,kimrakkeun,https://instagram.com/kimrakkeun,12,22646,4029,53,0.006437592,,,
486,jhyu___n,https://instagram.com/jhyu___n,6,22929,1934,32,0.006124496,,,
487,eun._.z,https://instagram.com/eun._.z,12,22353,4108,67,0.006670565,,,
488,mini.daily,https://instagram.com/mini.daily,10,32219,4577,405,0.006626968,,,
489,andanian_,https://instagram.com/andanian_,12,23435,5445,25,0.008336127,,,
490,golf.yomi,https://instagram.com/golf.yomi,12,22100,3059,104,0.005111506,,,
491,iiiliiiliilli,https://instagram.com/iiiliiiliilli,2,23388,519,13,0.004874295,,,
492,wow_n_n,https://instagram.com/wow_n_n,5,21614,507,40,0.002169229,,,
493,yoo__si,https://instagram.com/yoo__si,11,23369,11835,453,0.020486681,,,
494,hwa881228,https://instagram.com/hwa881228,4,20380,819,164,0.005167882,,,
495,mji_eiffel,https://instagram.com/mji_eiffel,1,21293,489,40,0.010647362,,,
496,editorimagine,https://instagram.com/editorimagine,12,21873,1026,77,0.001800981,,,
497,aura.s2,https://instagram.com/aura.s2,4,22858,1250,233,0.006951302,,,
498,sso.002,https://instagram.com/sso.002,4,22043,1634,201,0.008919255,,,
499,hwangcaptain,https://instagram.com/hwangcaptain,12,22412,7025,560,0.012086956,,,
500,na____pool,https://instagram.com/na____pool,12,20504,1024,69,0.00190381,,,
501,seonae.byeon,https://instagram.com/seonae.byeon,12,21113,18015,63,0.030580347,,,
502,2yenn2,https://instagram.com/2yenn2,4,21979,1839,95,0.00942783,,,
503,dailyssong,https://instagram.com/dailyssong,12,8654,4032,119,0.017130807,,,
504,____yu__2525,https://instagram.com/____yu__2525,11,185674,4934,179,0.00107289,,,
505,gracement,https://instagram.com/gracement,12,224333,60159,614,0.009675189,,,
506,1992_0808,https://instagram.com/1992_0808,12,21782,2413,49,0.004036754,,,
507,hyoyoii,https://instagram.com/hyoyoii,7,23237,4134,347,0.01180647,,,
508,sohee._.s2,https://instagram.com/sohee._.s2,8,21823,2163,225,0.005862098,,,
509,delight_bombom,https://instagram.com/delight_bombom,12,21551,9282,254,0.015803045,,,
510,love_ryujian,https://instagram.com/love_ryujian,22,23790,12974,234,0.010815414,,,
511,_ha1f_moon,https://instagram.com/_ha1f_moon,5,20966,550,5,0.00226898,,,
512,bebe_282,https://instagram.com/bebe_282,7,22736,3672,152,0.010297434,,,
513,from_que_sera,https://instagram.com/from_que_sera,19,21624,6416,291,0.006996195,,,
514,sihvely,https://instagram.com/sihvely,7,23774,7526,155,0.019780656,,,
515,audrey_shin,https://instagram.com/audrey_shin,12,21056,1659,42,0.002885163,,,
516,designbysunny,https://instagram.com/designbysunny,8,21091,3047,31,0.007818162,,,
517,3836,https://instagram.com/limyuzu,5,2065,1293,44,0.055496368,,,
518,3839,https://instagram.com/jj_in.s,1,1933,170,7,0.039243219,,,
519,3840,https://instagram.com/rebecca____j,29,2314,10693,654,0.07246744,,,
